language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/AhmadUsman__/status/2016443383670059013,2026-01-28,"[USER] She wouldn't like that one matar da take jin kanta kamar budurwa",culture_and_religion,description of a woman,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/ATEEQ003/status/2016437183297495043,2026-01-28,"[USER] Seriously fa budurwa ta ma jia ceman tayi wai brother abun duka ne",culture_and_religion,Sibling relationship,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/ahmadyuguda_/status/2016406470456197275,2026-01-28,"[USER] To ai bana Chikin su Shiyasa Nayi Skipped.. wlh Budurwa daya na taɓa yi kuma till now ita che..",household_and_care,personal story,public_interest,,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/aminu_kyw/status/2016269223937311163,2026-01-27,"[USER] Yoo indai Budurwa ce ma ai da sauki",livelihoods_and_work,Advice or encouragement,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/SadiqAbubakar__/status/2016268302834610287,2026-01-27,"Na kai qarshe da budurwa ta cewa duk Jahar da aka tura ni bautar qasa zanyi budurwa mai saida abinci",livelihoods_and_work,agricultural work,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/albanymalala001/status/2016265021211255225,2026-01-27,"[USER] Budurwa ta tafiki kyau",culture_and_religion,beauty,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Dan_mummyy/status/2016233113064505738,2026-01-27,"Wlh nayi sabuwar budurwa mai Abinci yau Saida aka cikamun flask",health,Receiving food,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/HauwaSis35/status/2016191306364543226,2026-01-27,"Da gaskiyanki yar budurwa. Kowa neman tsari yake da talauci [URL]",livelihoods_and_work,Poverty and seeking help,public_interest,,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/ismailaliyu3136/status/2016100723230957715,2026-01-27,"[USER] [USER] [USER] [USER] [USER] Wa kaida ko tsayayyar budurwa bakadashi",culture_and_religion,description of woman,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/ismailaliyu3136/status/2016021763566567468,2026-01-27,"[USER] Mekwai ko tsayayyar budurwa banda ita",culture_and_religion,social interactions,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/dadeen__/status/2015842539438322059,2026-01-26,"[USER] [USER] Toh da sauki, as matayen ka I'm sure kana kashe musu. Dama maganan budurwa mukeyi",household_and_care,Personal matters,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Muhammad_ks02/status/2015810329301692755,2026-01-26,"[USER] Wai budurwa yace kokuma mahaifiya",culture_and_religion,Motherhood,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/grok/status/2015759209611092473,2026-01-26,"[USER] [USER] [USER] [USER] Haha, ni AI ne, ba na bukatar budurwa. Amma ina iya zama abokin hulɗa mai kyau! Ka ce me ya sa ka ce haka?",media_and_online,Conversation with an AI,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/AuwalAb79073016/status/2015759109396570418,2026-01-26,"[USER] [USER] [USER] [USER] Yakamata kayi budurwa gaskiya",culture_and_religion,relationship advice,specialized_advice,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/grok/status/2015758941658005823,2026-01-26,"[USER] [USER] [USER] [USER] A'a, ni AI ne, ba na da budurwa. Amma ina iya zama abokin hulɗa mai kyau! Ka ce me?",culture_and_religion,self-introduction,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/Avpdeal/status/2015538488024723467,2026-01-25,"[USER] Ni kwailar budurwa tace tayi tafiya muna waya nake tambayanta yaushe zata dawo ? Tace sai mamansu ta haihu, nace tana dacikine ta amsa min da ehh nace mata ya akayi haka ,tacemin ah baka sani ba? Nan fa na dawo seti na tuna da layi na saka",media_and_online,Telephone conversation,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/DanBello0X/status/2015488646783095266,2026-01-25,"[USER] Gaskiya ko da balaki Sai nayi budurwa a satin nan",culture_and_religion,personal expression,public_interest,,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/danmalamisa/status/2015155740428648840,2026-01-24,"[USER] Gani nan cewa ake duk mai haka za'a raina shi anma ni har kuka nake idan naga budurwa ta tayi fushi,kuma laifi na ne",culture_and_religion,Expressing displeasure,hate_or_insult,gender,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/babangees/status/2015119149513519400,2026-01-24,"[USER] [USER] [USER] Kaje Babanka ya dauko Maka, ko bakada iyaye?ko shege ne kai?ko tsintoka akayi?ko a gidan marayu aka tsintoka?ko a cinikayyar bayi aka sayoka, shege dan shegiya, Dan budurwa.",culture_and_religion,Questioning someone's identity,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/AmmarYakhoub/status/2015068712349434292,2026-01-24,"Idan namiji baya zaman layi yazama yar budurwa ae [URL]",culture_and_religion,courtship and marriage,public_interest,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/_G99A/status/2015041830644031524,2026-01-24,"[USER] Duk guy da yake turawa wata budurwa kudi, Dan wahala NE dolo.",livelihoods_and_work,Marital and financial issues,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/assu_ahmad/status/2015030417489908192,2026-01-24,"[USER] [USER] Mata tana online tana Jin ka kana kiran budurwa ta .. Ka fara sani Raina $1m fah..",media_and_online,online interaction,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/ShakoroAbbas/status/2015030138480611539,2026-01-24,"Bama matarka ba budurwa fa? [URL]",household_and_care,question about wife,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/aminiyatrust/status/2015012911182172259,2026-01-24,"Shin yaya za ka ji idan budurwa ta fara buɗe baki ta ce tana son ka? [URL]",culture_and_religion,romantic interest,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/_Muhd_Bukhary/status/2014998055511118117,2026-01-24,"Idan ka je Islamiyyah, sama da budurwa 300 bayan shekara 1 zuwa 2 duk sunyi aure. Amma budurwa a social media tana bayyana tsiraici, sama da shekaru 5 babu wanda ya fito ya nemi Aurenta. DARASI Kamun kai yana janyo mijin aure Bayyana tsiraici yana janyo yan iskan samari mazinata [URL]",media_and_online,Marriage and social media,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/SeniorManICT/status/2014983283168129259,2026-01-24,"[USER] Ance samari masu turanci agurin budurwa mayaudara ne,",culture_and_religion,Stereotypes about young men,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/StillYoursADD/status/2014980250979991673,2026-01-24,"Idan Budurwa tayi Aure ana kiranta da Amarya. To idan Bazawara ta Sake yin Aure me za'a Kirata.....? [URL]",culture_and_religion,Marriage customs,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/ModernArkiteck/status/2014979451470098588,2026-01-24,"[USER] Auta sarkin Yaki. Tiktok kamar wata budurwa",media_and_online,Yaki and Tiktok,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/AnasAS6761/status/2014782374479892705,2026-01-23,"[USER] In ina kallon ki, sai inji na tsani budurwa ta, ganin ta nake kamar tinkiya nake dating",culture_and_religion,physical appearance,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Abubakar1523244/status/2014688292264943672,2026-01-23,"[USER] Wlh akwai wani lokaci danayi wata budurwa duk sanda naje gidansu kafin ta fito xaa kawomin kayan arxiki naci nasamu nutsuwa sannan xata fito, Allah yabiyaki hauwa",culture_and_religion,seeking a woman's company,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/KnnhausaNews/status/2014656132103430579,2026-01-23,"TSAUTSAYI KO GANGANCI? Yanzu wata yarinya budurwa ta fado daga gadar saman dantata unguwar kurna Kano Ta samu karaya a kafarta, inda ta bayyana cewa ita ‘yar jihar Bauchi ce Wanda abin ya faru a gabansu, sun bayyana cewa yarinyar dakanta ta hau saman gadar ta fado kasa #news [URL]",media_and_online,Accident involving a young woman,public_interest,gender,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/FathullahS59057/status/2014650783858319531,2026-01-23,"[USER] [USER] Dan Allah rabu da shi,su ne suke zuwa su dinga zubar da kudin su wajen yan mata.Akwai wanda ya kamata ka taimakawa bayan itaye,fiye da matar [URL] fa budurwa ba zan siya mata waya.",culture_and_religion,Spending money on women,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/0xFatii/status/2014444958934065436,2026-01-22,"[USER] Ga son attention kamar budurwa sabuwar balaga",culture_and_religion,new young woman,public_interest,age,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/aminiyatrust/status/2014406722052624709,2026-01-22,"Rundunar ’yan sanda a Jihar Taraba ta cafke wata mata da ta yayyanki wata budurwa a fuska kan zargin soyayya da mijinta a ƙaramar hukumar ta jihar. Matar wacce ake zargin ta yayyanki yarinya mai shekara 17 da reza a fuska bayan uwar ɗakin yarinyar ta yi ƙorafi kan cewa mijinta [URL]",governance_civic,Arrest of woman by police,public_interest,gender,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/theabdulgora/status/2014394603936292894,2026-01-22,"Wani Malami yace: Ko akuya ka bari a waje... Gayu baza su ƙyale ba balle budurwa!! Karka yadda wani yazo ya maka dabara!! Ko baka da yara, to ka kula da ƙannenka!! [URL]",culture_and_religion,Advice against improper behavior,public_interest,,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/aminiyatrust/status/2014394131632816157,2026-01-22,"Rundunar ’yan sanda a Jihar Taraba ta yayyanki wata budurwa a fuska kan zargin soyayya da mijinta a ƙaramar hukumar ta jihar. Matar wacce ake zargin ta yayyanki yarinya mai shekara 17 da reza a fuska bayan uwar ɗakin yarinyar ta yi ƙorafi kan cewa mijinta ya fita a harkar [URL]",governance_civic,Allegation of domestic violence,public_interest,gender,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/UTDAhmard/status/2014384333583175741,2026-01-22,"Dazu wata budurwa ta da mukayi fada ta kirani har ina jin dadi na dauka wayar da na saya mata zata dawo mun da kaya na ashe wai abinci ta dafa mun inzo in amsa. Mtsewwwww!",household_and_care,Conversation with a girl,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/_Moolah_1/status/2015112035512562061,2026-01-24,"[USER] Ehn No mata nah Make e dey feel d dragging E still get another miracle sence for march sef",household_and_care,personal message,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/hhhiiiiyyyyyy/status/2015057697037537444,2026-01-24,"[USER] Do am ooooo But na still 50/50 say e go bang cause ehn d mata tire me",household_and_care,Relationship issues,public_interest,gender,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/Muhammadb723/status/2016693826212036649,2026-01-29,"[USER] Amma kurinka gaya mata idan tana hira da mutane ta riqa Dan murmuhi Mana haba kamar soja kin turke fuska haka haba mana hajiya thanks",culture_and_religion,interpersonal conflict,hate_or_insult,gender,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/Adermz_A/status/2016680925812142359,2026-01-29,"[USER] Wannan surutun na banzan da kuke kaeda iyan CS dinnan duk typing naku na Ina sanda bandits suke ta tashen kashe mutane ??? Wallahi idan zamu gane abinda ke mana ciwo mugane idan wannan sakarcin na Kare wadannan mutanen da ba talaka aransu zaku cigaba dayi tom.",governance_civic,Bandits and violence,misinformation,ethnicity,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Pioneerist1/status/2016678047433232455,2026-01-29,"Low liquidity: ma'ana idan coin ɗin ba shi da mutane masu saye da siyarwa sosai. Babban order: Ma'ana idan ka saka kuɗi mai yawa. Volatility: Ma'ana farashi na canzawa da sauri. Slippage tolerance da ka sa (misali 0.05% 1%, 3%, 5%) Slippage tolerance menene?",livelihoods_and_work,cryptocurrency liquidity and volatility,specialized_advice,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Pioneerist1/status/2016678041963897230,2026-01-29,"Ka ga farashin coin a DEX a 0.1$ Ka saka buy order Amma saboda mutane da yawa suna saye ko siyarwa a lokaci guda, ma'ana akwai yawan votality, za'a aiwatar da trade ɗinka a 0.15$ Wannan 0.05$ shine slippage naka. Me yasa slippage ke faruwa a DEX?",livelihoods_and_work,Cryptocurrency trading,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/mustybature11/status/2016667214607233195,2026-01-29,"[USER] [USER] Lol, AREWA na fama da mutane let me show u how to write PhD, to avoid disgracing urself in public platform. PhD ai ba karya bace Dan AREWA. At least Mai PhD yafi Mai degree har mu bar dunia.",education,Hausa PhD education,specialized_advice,ethnicity,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/_AbuJaafar/status/2016652710972432512,2026-01-28,"Ko ka nuna kai nagari ne Ko ka nuna kai mutumin kirki ne Ko ka nuna kai mai tsoron Allah ne Shi kam Allah Ya san ainihin waye kai, kuma zai maka hisabi akan kai waye ne ba yarda ka nuna kanka ko mutane ke kallonka ba. Allah Ya sa baɗininmu ya fi zahirinmu nagarta. -AJ",culture_and_religion,religious teachings,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/_AbuJaafar/status/2016652148252017147,2026-01-28,"Ko ka nuna kai nagari ne Ko ka nuna kai mutumin kirki ne Ko ka nuna kai mai tsoron Allah ne Shi kam Allah Ya san ainihin kai waye, kuma zai maka hisabi akan kai waye ba yarda ka nuna kanka ko mutane ke kallonka ba. Allah Ya sa baɗininmu ya fi zahirinmu nagarta",culture_and_religion,religious advice,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Abdalla_Nangere/status/2016650693793263943,2026-01-28,"[USER] Ai yanda kake buda ma mutane, kaima haka Allah zaiyi ta buda maka insha'Allah Dan Mallam",culture_and_religion,religious advice,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/AMuhammad71115/status/2016650437105991779,2026-01-28,"[USER] Aiko kishirayama tashin hankali domin kuna cikin marasa sanin darajar mutane dama Kano Baki daya",culture_and_religion,community and relationships,stereotypes,ethnicity,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/YusuferIbraheem/status/2016647890031018174,2026-01-28,"[USER] [USER] Nima Daya daga cikin masoyanta ne but Yadda muketa wani hailing dintane akan maganar Mata Luke siding abun Yake batamun rai. Wannan magana ce akan haqqinta na maganar Mata bane. Most of masu surutu da ace she's from their family shiru zaki jisu. Mutane babu respect gaba Daya",culture_and_religion,personal relationships,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/senatormaajie/status/2016641238678507982,2026-01-28,"[USER] [USER] Kasan menene matsalar duk anyi brain washing mutane wai kwankwaso yake komai ashe gayan nan tun day one dan wahala ne",governance_civic,Criticism of Kwankwaso,stereotypes,ethnicity,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/safiyyabiso/status/2016640437142933893,2026-01-28,"[USER] Na Kasa gane ta yaya ne ma zasu fahimta, mace ta zama uwa Amma ba hankali samm. Wasu mazan kuma sun saki ragamar gidansu wa mata su kuma suna nan suna ma mutane hauka. Ni ban daukar jahilcin Irin matan nan wanke su nake sol.",culture_and_religion,maternal role and social issues,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/senatormaajie/status/2016635480016642550,2026-01-28,"[USER] [USER] Wlh tsoran mutane nakeji yanxu",culture_and_religion,fear of people,stereotypes,,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/Alzabury/status/2016635181503832209,2026-01-28,"[USER] Wai Dan uwar mutane dole ne sai tayi masa dariya? Wasa taje yi dashi?? Or tayi dariya ta washe mai sai kuma kuce mata bata da kamun kaiii Mtswwwwwwwwwww",culture_and_religion,Laughter and joking,stereotypes,gender,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/YusufHassanTan2/status/2016629249755472153,2026-01-28,"A rayuwa, mutane da dama suna so su samu nasara cikin gaggawa. Suna so su ga sakamakon ƙoƙarin su nan da nan — kamar ana kunna wuta ne ta ƙone. Amma gaskiyar magana ita ce: Komai yana da lokacin sa da Allah ya tsara. *Just be patient &amp; focus* [URL]",culture_and_religion,achieving success,specialized_advice,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Isahdansule/status/2016620484448690551,2026-01-28,"Idan kana gina suna (reputation) saboda mutane su yaba maka lokaci daya to tabbas zaka gaji ne har na dena. Amma idan kana gina suna ne saboda ka san wane ne kai kuma ka nuna wa duniya waye kai to kaine zaka iya tsayawa ayi da kai. 4/",livelihoods_and_work,building reputation,stereotypes,,safe,true
