language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Rabi Talle Maifata, Kano, ranar 10/11/2012, karfe 7",livelihoods_and_work,Date and location,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,21 na dare,culture_and_religion,time of day,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Ita ma Rabi Talle Maifata sun hada hanya da Asma’u Lamido, inda ta nuna kishin harshen Hausa ne ya ya tsoma ta a tekun rubutu, sannan ta kara da son yada al’ada da fadakarwa hard a nishadantarwa",culture_and_religion,Hausa language and culture,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Dalilin da ya sa ake rubutu yana da yawa, daga ciki akwai: Ilmantarwa da nishadantarwa da neman suna da neman kudi da sha'awar rubutu da soyayya da sauransu",education,Reasons for writing,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Umma adamu, Hadeja, ranar 10/11/2012, karfe 7",culture_and_religion,Person's name and date,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,52 na dare,culture_and_religion,time of day,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Umma Adamu Hadeja ta hado abubuwa da yawa da take ganin suna sawa a shiga rubutu, wadanda suka kunshi ilmantarwa da nishadantarwa da neman suna da neman kudi da sha’awar rubutun shi kansa da kuma soyayya",education,Hausa writing and interests,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Muna rubutu don fadakarwa da nishadantarwa da nema wa al'umma mafita a al'amuran yau da kullum, kamar zamantakewa da neman ilimi da gyaran halaye da sauransu",education,writing for awareness and improvement,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Bilkisu Yusuf Ali, Kano, ranar 10/11/2012, karfe 8",culture_and_religion,date and time,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,39 na dare,culture_and_religion,time of day,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Ita kuwa Bilkisu Yusuf Ali, mun fahimci saboda ta nema wa al’umma mafita wajen al’amuran da suka shafi zamantakewa da gyaran halaye da neman ilmi da fadakarwa har ma da nishadantarwa, su ne suka kawo ta cikin farfajiyar yin rubutu",culture_and_religion,Bilkisu Yusuf Ali's contributions,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Kuma sun yi tarayya a wasu ra’ayoyin tare da Umma Adamu da wasu marubutan,governance_civic,Coalition with Umma Adamu,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Ta hanyar rubutu nake sadar da sako ga dubban mutane ba tare da na yi tattaki zuwa inda suke ba,media_and_online,sharing information,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Bala Anas Babinlata, Kano ranar 10/11/2012, karfe 8",culture_and_religion,Date and time,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Bala Anas Babinlata, ya nuna don isa da sako ne, wanda rubutu yake isar wa wanda ba sai ya je kafa da kafa ba sakon sa yake isa ga jama’a",media_and_online,Communication and Messaging,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Ni ina yin rubutu don na fadakar da kan al’umma game da zamansu, musamman aure da kishi da tarbiyyar yara",culture_and_religion,"Marriage, jealousy, child-rearing",public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Balaraba Ramat Yakubu, Kano, ranar 10/11/2012, karfe 9",culture_and_religion,personal details,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,44 na dare,culture_and_religion,time of day,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Yaya babba kuwa wato Balaraba Ramat Yakubu, ta bayyana nata dalilan shiga taskar rubutu da cewa fadakar da al’umma wajen zamantakewa musamman ‘yan’uwanta mata a kan batun kishi da tarbiyyar ‘ya’yansu",culture_and_religion,Balaraba Ramat Yakubu's commentary,public_interest,gender,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Babban abin da ya sa ni yin rubutu shi ne, kishin al'adunmu da kokarin fadakarwa da ciyar da yarenmu na Hausa gaba",culture_and_religion,Hausa language and culture,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Sha'awar rubutu ta karfafa a zuciyata ganin cewa hanya ce ta watsa manufofi, ta saukakakkiyar hanya, kuma mutum zai iya yin gargadi da wa'azantarwa da dora mutane a kan kyakkyawar hanya, walau ta hanyar tsoratarwa ko nishadantarwa",culture_and_religion,Writing as source of strength,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Wadannan dalilai su suka dasa min sha'awar rubutu,education,Writing inspiration,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Don wani lokacin marubuci har kankanba yake yi, ya shiga rigar malamai ta hanyar wa'azantarwa",education,education and religious teaching,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Kuma yin rubutu hanya ce ta kaifafa kwakwalwa, shi ya sa a duk inda marubuci yake za ka gan shi tamkar tsuntsun da yake yawo a sama, da zarar ya hango kuskure a kasa sai ya zaro biro da takarda ya shiga tunanin hanyar warware matsalar ta ruwan sanyi, yadda al'umma makaranta za su gano bakin zaren",education,Writing and communication,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Duk wadannan abubuwan su suke ba ni sha'awa a harkar rubutu,livelihoods_and_work,Writing interest,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Lubabatu Ya’u Babura, Kano, ranar 10/11/2012, 10",culture_and_religion,Date and location,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,01 na dare,culture_and_religion,time of day,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Lababatu Ya’u Babura, ta dada karfafa ra’ayoyin da wasu suka bayyana cewa kishin harshen Hausa da al’adu suka sagalo ta zuwa farfajiyar fasiha, marubuta don ta ba da tata gudummawar, kuma ta kara da cewa shi rubutu hanya ce sassauka ta yada manufa ga jama’a, sannan ta nuna marubuta ma suna tarayya da malamai wajen wa’azi ga jama’a ta hanyar rubutunsu",culture_and_religion,Hausa language promotion,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Wadannan da ma wasu dalilan su ne suka jagorarta ta ci gaba da rubutwa da bugawa, jama’a suna karantawa",education,Writing and publishing,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Na fara rubutu da nufin gyara yadda wasu marubuta suka kalli mace da alkalaminsu, nufin ya fadada zuwa sakonni mabambanta",education,writing and language,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Rahma Abdul Majid, Minna, ranar 10/11/2012, karfe 10",culture_and_religion,Personal information,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,06 na dare,household_and_care,time of day,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Rahma Abdul Majid, ta sirnano nata jawabin ne da cewa, marubuta suna kallon mace da alkaminsu a baibai, shi ya sa ita kuma ta shigo don ta rubuta su daidai, a daina kallon mata a baibai kamar yadda wasu ‘yan’uwanta marubutan suka rattaba a littattafansu, daga wannan niyya kuma sai abubuwan suka fadada suka yi rasa har take rubutu na’u’i daban daban har da na masu aikata laifuka Yana daga dalilan rubutuna, tsintar baiwar rubutun da na yi a tare da ni",media_and_online,Criticism of writing practices,stereotypes,gender,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Ka ga ya zama wajibi,culture_and_religion,obligation or necessity,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Raba dannin jigo kuma sun hada da; bayyana abin da ke cikin zuciya da fadakarwa da tallar harshe da kuma neman kudi,livelihoods_and_work,Sharing and explaining,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Aminu Abubakar Ladan (ALA), Kano, ranar 10/11/2012, karfe 11",culture_and_religion,Aminu Abubakar Ladan,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,26 na dare,culture_and_religion,time of day,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Shi kuma mai rumbun kalmomi, mahirun waka, Aminu Abubakar Ladan (ALA), ya ce tsintar biwar rubutun ya yi a tare da shi kawai don haka ya zama wajibi ya yi",media_and_online,Praise for writer,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Sai kuma ya kawo wasu raba-danni ko kananan jigogi na musabbabin yin rubutun, inda ya bayyana cewa fitar da abin da ke cikin zuciya da fadakarwa da da tallar harshe da kuma neman kudi",education,Writing and literacy,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Ni mai son isar da sako ga al’umma ce, sai na zabi hanyar rubutu wajen kai sakon",culture_and_religion,Hausa culture and communication,public_interest,,safe,false,
Hausa,latin,Nigeria,Bauchi,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Jamila Adamu Yaro, Bauchi, ranar 11/11/2012, karfe 2",culture_and_religion,Date and time,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,41 na yamma,culture_and_religion,time of day,public_interest,,safe,false,
Hausa,latin,Nigeria,Bauchi,web_public,https://gidandabino.blogspot.com/,2026-03-04,"‘Yar mutan Bauchi kuwa, Jamila Adamu Yaro ta nuna tuni take da son isar da sako ga jama’a amma sai ta zabi hanyar rubutu wajen isar das akon",media_and_online,Jamila's desire to reach the public,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Ina rubutu ne don isar da sako tare da ilmantar da mutane da wayar musu da kai,education,writing and communication,public_interest,,safe,false,
Hausa,latin,Nigeria,Bauchi,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Adamun Adamawa, Bauchi, ranar 12/11/2012, karfe 2",culture_and_religion,Date and time,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,50 na yamma,culture_and_religion,time of day,public_interest,,safe,false,
Hausa,latin,Nigeria,Bauchi,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Dan mutan Adamu, wato Adamun Adamawa ya bi hanya guda da Jamila Adamu yaro, da ma kuma dukkansu suna jihar Bauchi a yanzu, shi ma dai son isar da sakon ne ya ingiza shi cikin harkar rubutu",culture_and_religion,Hausa person's journey,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Ina rubutu ne domin na isar das ako ga jama’a ta yadda za su rike aure da zumunci da zama da kishiya da sauran mu’amalar yau da gobe,culture_and_religion,Marriage and relationships,public_interest,,safe,false,
Hausa,latin,Nigeria,Bauchi,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Aisha Abdulhamid Alhaji (Lawash), Bauchi, 25/11/2012, 9",household_and_care,personal info,public_interest,age,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Ina rubutu saboda yada harshena da al’adunmu na Hausa da fadakarwa da nishadantarwa ga masu karatu da kuma wayar da kan jama’a dangane da zamantakewar yau da kullum musamman auratayya wadda take jigon rayuwa Sa’adatu Saminu Kankiya, 26/11/2012, 10",culture_and_religion,"Hausa culture, education, and media",public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Idan muka lura da ire-iren dalilan da marubutan suka bayyana na abubuwan da suka sanya suka shiga fagen rubutu, za mu ga mafi yawa don son gyaran tarbiyyaar al’umma ne ba don neman kudi ba",education,reasons for writing,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Kuma dukkanin maubutan da na aika wa da rubutaccen sakon (SMS) sai da na kira wayarsu muka yi magana baki da baiki, wasu sun ce in rubuta abin da suka fada min da bakinsu, amma na ce a’a, su aiko min a rubuce kamar yadda na aika musu a rubuce, don gudun idan gaya min aka yi da baki kila in rubuta abin da ba haka marubutan suke fadi ba, amma ta hanyar SMS, ba za a sami wannan sabanin ba",media_and_online,SMS communication,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Kuma hakan aka yi suka rubuto da hannunsu,education,writing with hands,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Game da wannan batu na abubuwan da marubuta suke bukata ta fannin gudummawa a wannan harka ta rubutu, ita ma amsar a bayyane take, kuma ba wuya gare ta ba, tun da duk marubuta sababbi da tsofaffi (na Hausa) sun san matsalar da marubuta suke fuskanta a fagen rubuce-rubuce da inganta shi da buga shi da tallata shi da sama masa tagomashi a wasu wurare, don haka da an tambayi marubuci kila zai fadi wannan miki da ya dade a zuciyarsa cikin hanzari",media_and_online,writing and publishing,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Ga abubuwan da marubutan suke ce: Asamau Lamido, Kaduna: Gudummawar da nake so, a sa mana ido a kan dillalan da ke safarar littattafai, suna cika riba kuma ba su da alkawari wajen biyan kudin littattafanmu",education,Donation for textbooks,public_interest,,safe,false,
